,DGUID,Buddhist_total,Buddhist_men,Buddhist_women,Christian_total,Christian_men,Christian_women,Hindu_total,Hindu_men,Hindu_women,Jewish_total,Jewish_men,Jewish_women,Muslim_total,Muslim_men,Muslim_women,No_religion_total,No_religion_men,No_religion_women,Other_religions_total,Other_religions_men,Other_religions_women,Sikh_total,Sikh_men,Sikh_women,Indigenous_spirituality_total,Indigenous_spirituality_men,Indigenous_spirituality_women
3566,2021A00054713091,0.0,0.0,0.0,165.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,90.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3567,2021A00054713092,0.0,0.0,0.0,130.0,60.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,95.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3568,2021A00054713094,0.0,0.0,0.0,210.0,90.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,90.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3569,2021A00054713096,0.0,0.0,0.0,225.0,105.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,55.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3570,2021A00054713098,0.0,0.0,0.0,265.0,145.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,100.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3571,2021A00054713835,0.0,0.0,0.0,45.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,105.0,125.0
3572,2021A00054713836,0.0,0.0,0.0,85.0,30.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,150.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,140.0,115.0
3573,2021A00054714001,0.0,0.0,0.0,625.0,275.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,270.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3574,2021A00054714004,0.0,0.0,0.0,865.0,435.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,315.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3575,2021A00054714006,0.0,0.0,0.0,395.0,155.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,205.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3576,2021A00054714007,0.0,0.0,0.0,495.0,240.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,185.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3577,2021A00054714009,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3578,2021A00054714021,0.0,0.0,0.0,175.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,140.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3579,2021A00054714022,0.0,0.0,0.0,420.0,180.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,185.0,225.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3580,2021A00054714023,0.0,0.0,0.0,335.0,190.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,75.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3581,2021A00054714024,0.0,0.0,0.0,135.0,60.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,45.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3582,2021A00054714026,0.0,0.0,0.0,300.0,130.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,100.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3583,2021A00054714028,0.0,0.0,0.0,100.0,45.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3584,2021A00054714030,0.0,0.0,0.0,45.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3585,2021A00054714032,0.0,0.0,0.0,425.0,195.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,115.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3586,2021A00054714034,0.0,0.0,0.0,270.0,130.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,115.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3587,2021A00054714035,0.0,0.0,0.0,475.0,250.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3588,2021A00054714036,0.0,0.0,0.0,100.0,55.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3589,2021A00054714038,0.0,0.0,0.0,530.0,245.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,195.0,95.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
3590,2021A00054714041,0.0,0.0,0.0,60.0,25.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3591,2021A00054714043,0.0,0.0,0.0,440.0,210.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,245.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3592,2021A00054714044,0.0,0.0,0.0,1740.0,725.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105.0,585.0,520.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3593,2021A00054714047,0.0,0.0,0.0,420.0,195.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,185.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3594,2021A00054714049,0.0,0.0,0.0,145.0,80.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,105.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3595,2021A00054714051,0.0,0.0,0.0,3500.0,1655.0,1840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2235.0,1120.0,1115.0,0.0,0.0,0.0,10.0,10.0,0.0,35.0,20.0,20.0
3596,2021A00054714053,0.0,0.0,0.0,430.0,210.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,140.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3597,2021A00054714056,0.0,0.0,0.0,345.0,175.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,95.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3598,2021A00054714058,0.0,0.0,0.0,50.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3599,2021A00054714059,0.0,0.0,0.0,260.0,150.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,35.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,2021A00054714061,0.0,0.0,0.0,110.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3601,2021A00054714062,0.0,0.0,0.0,150.0,65.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3602,2021A00054714067,0.0,0.0,0.0,660.0,300.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,155.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3603,2021A00054714068,0.0,0.0,0.0,50.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3604,2021A00054714069,0.0,0.0,0.0,475.0,200.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,220.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3605,2021A00054714072,0.0,0.0,0.0,630.0,320.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,195.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3606,2021A00054714073,0.0,0.0,0.0,35.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3607,2021A00054714074,0.0,0.0,0.0,95.0,50.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,55.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3608,2021A00054714076,0.0,0.0,0.0,2595.0,1190.0,1410.0,20.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1770.0,930.0,840.0,15.0,10.0,0.0,30.0,10.0,15.0,0.0,0.0,0.0
3609,2021A00054714077,0.0,0.0,0.0,545.0,265.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,350.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3610,2021A00054714079,0.0,0.0,0.0,175.0,80.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,100.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3611,2021A00054714091,0.0,0.0,0.0,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3612,2021A00054714092,0.0,0.0,0.0,140.0,60.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,110.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3613,2021A00054714093,0.0,0.0,0.0,60.0,25.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,70.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3614,2021A00054714839,0.0,0.0,0.0,375.0,200.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,105.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,20.0,25.0
3615,2021A00054714840,0.0,0.0,0.0,200.0,95.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,80.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,60.0,55.0
3616,2021A00054714841,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,180.0,145.0,15.0,10.0,10.0,0.0,0.0,0.0,130.0,65.0,65.0
3617,2021A00054714842,0.0,0.0,0.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,70.0,85.0,10.0,0.0,10.0,0.0,0.0,0.0,120.0,55.0,65.0
3618,2021A00054714843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,30.0
3619,2021A00054714845,0.0,0.0,0.0,345.0,175.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,180.0,190.0,15.0,0.0,10.0,0.0,0.0,0.0,25.0,10.0,15.0
3620,2021A00054715001,0.0,0.0,0.0,505.0,265.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,95.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3621,2021A00054715002,0.0,0.0,0.0,230.0,125.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3622,2021A00054715003,0.0,0.0,0.0,50.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3623,2021A00054715004,0.0,0.0,0.0,285.0,125.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,35.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3624,2021A00054715005,0.0,0.0,0.0,110.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3625,2021A00054715006,0.0,0.0,0.0,185.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,55.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3626,2021A00054715007,0.0,0.0,0.0,785.0,430.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,105.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3627,2021A00054715008,15.0,0.0,10.0,4605.0,2230.0,2380.0,30.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,570.0,525.0,25.0,10.0,20.0,25.0,20.0,10.0,0.0,0.0,0.0
3628,2021A00054715011,0.0,0.0,0.0,400.0,215.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,55.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3629,2021A00054715012,0.0,0.0,0.0,580.0,300.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3630,2021A00054715014,0.0,0.0,0.0,445.0,215.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,85.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3631,2021A00054715016,0.0,0.0,0.0,100.0,45.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3632,2021A00054715017,0.0,0.0,0.0,250.0,105.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3633,2021A00054715018,0.0,0.0,0.0,925.0,460.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,275.0,255.0,25.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
3634,2021A00054715019,0.0,0.0,0.0,395.0,210.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,105.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3635,2021A00054715026,0.0,0.0,0.0,920.0,470.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,130.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3636,2021A00054715027,0.0,0.0,0.0,675.0,345.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,130.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3637,2021A00054715028,0.0,0.0,0.0,915.0,490.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,145.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3638,2021A00054715029,0.0,0.0,0.0,180.0,90.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3639,2021A00054715031,0.0,0.0,0.0,1860.0,1000.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,270.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3640,2021A00054715032,0.0,0.0,0.0,1105.0,490.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,220.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3641,2021A00054715034,0.0,0.0,0.0,725.0,360.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,110.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3642,2021A00054715036,0.0,0.0,0.0,250.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,25.0,10.0
3643,2021A00054715038,0.0,0.0,0.0,40.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3644,2021A00054715039,0.0,0.0,0.0,545.0,280.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,55.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3645,2021A00054715041,0.0,0.0,0.0,490.0,230.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,80.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3646,2021A00054715042,10.0,0.0,0.0,590.0,270.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,110.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3647,2021A00054715043,0.0,0.0,0.0,30.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3648,2021A00054715044,0.0,0.0,0.0,470.0,250.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,45.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3649,2021A00054715045,0.0,0.0,0.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3650,2021A00054715046,0.0,0.0,0.0,35.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3651,2021A00054715047,0.0,0.0,0.0,130.0,65.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3652,2021A00054715048,0.0,0.0,0.0,400.0,195.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,75.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3653,2021A00054715049,0.0,0.0,0.0,525.0,270.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,80.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3654,2021A00054715051,0.0,0.0,0.0,395.0,195.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,155.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3655,2021A00054715054,0.0,0.0,0.0,350.0,160.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,80.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3656,2021A00054715057,0.0,0.0,0.0,770.0,385.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,135.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3657,2021A00054715059,0.0,0.0,0.0,350.0,185.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,60.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3658,2021A00054715061,0.0,0.0,0.0,680.0,340.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,135.0,135.0,45.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
3659,2021A00054715062,0.0,0.0,0.0,220.0,80.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,105.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,35.0,35.0
3660,2021A00054715064,0.0,0.0,0.0,1700.0,890.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,485.0,470.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3661,2021A00054715066,45.0,25.0,20.0,21240.0,9705.0,11530.0,490.0,290.0,205.0,15.0,0.0,10.0,500.0,265.0,235.0,13035.0,6710.0,6325.0,180.0,65.0,110.0,230.0,115.0,120.0,365.0,180.0,185.0
3662,2021A00054715067,0.0,0.0,0.0,430.0,215.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,105.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3663,2021A00054715068,0.0,0.0,0.0,495.0,250.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,285.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3664,2021A00054715070,0.0,0.0,0.0,800.0,415.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,205.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3665,2021A00054715071,0.0,0.0,0.0,545.0,275.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,110.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3666,2021A00054715072,0.0,0.0,0.0,90.0,45.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3667,2021A00054715074,0.0,0.0,0.0,360.0,145.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,110.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3668,2021A00054715075,0.0,0.0,0.0,790.0,370.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,205.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3669,2021A00054715076,0.0,0.0,0.0,180.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3670,2021A00054715079,0.0,0.0,0.0,470.0,240.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,135.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3671,2021A00054715085,0.0,0.0,0.0,60.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,40.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3672,2021A00054715091,0.0,0.0,0.0,40.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3673,2021A00054715092,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,55.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3674,2021A00054715094,0.0,0.0,0.0,2160.0,1035.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,535.0,510.0,30.0,10.0,15.0,0.0,0.0,0.0,15.0,10.0,0.0
3675,2021A00054715098,0.0,0.0,0.0,50.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,55.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3676,2021A00054715099,0.0,0.0,0.0,665.0,335.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,230.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3677,2021A00054715820,0.0,0.0,0.0,50.0,15.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3678,2021A00054715844,0.0,0.0,0.0,170.0,80.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,215.0,205.0,10.0,10.0,0.0,0.0,0.0,0.0,75.0,35.0,35.0
3679,2021A00054715845,0.0,0.0,0.0,355.0,175.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,215.0,240.0,10.0,0.0,0.0,0.0,0.0,0.0,385.0,210.0,175.0
3680,2021A00054715847,0.0,0.0,0.0,335.0,170.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,150.0,135.0,10.0,10.0,0.0,0.0,0.0,0.0,65.0,35.0,30.0
